site_key,lat,lon,number_of_connections,total_power_kw
hash::a7d60e5362c590e7,39.497234,-0.352103,2,
hash::f7ba1d24ec8bf592,39.984882,-0.030109,10,
hash::1e9a355fcefed2e4,27.858559,-15.397517,1,
hash::ac69ecfaa4049503,42.01079,0.26140276,1,
hash::86736a30ff877c31,43.57506,-5.929169,3,
hash::56808e0a7238bbb6,43.107967,-2.406641,3,
hash::5527aed7a5f96aaa,43.555244,-6.167259,3,
hash::11798f9e855944c9,43.43564,-5.014354,3,
hash::b735e3c5a192541d,43.561874,-6.923124,3,
hash::d758286d0dab3b6a,41.40984,2.174087,23,
hash::35a98bdfe49fe112,39.71998,2.917126,1,
hash::525a84f207162ef6,41.374714,2.171039,5,
hash::93edf12c0d7f72c6,39.57242,2.643904,2,
hash::f54afeb8cfc5d675,42.250843,2.910867,2,
hash::330fb15c2360b04b,41.36179,1.776414,4,
hash::9e055db33eeb40cd,37.37498,-5.974237,2,
hash::7c4502fa8394619a,39.153202,-5.904891,2,
hash::fb4446a141aac1d2,39.152225,-5.9047,2,
hash::e52d226acb4cebde,39.150097,-5.907409,2,
hash::cc74b3fcdcb8996c,39.151608,-5.90775,2,
hash::f6f0ec9b846f573f,39.151325,-5.908643,2,
hash::e9e464de7c6d9d78,43.52621,-5.874065,1,
hash::3b61d93865f08ef3,40.826324,-5.508806,2,
hash::5d24c8818d678592,40.565453,-3.268033,3,
hash::886728a129486f3e,36.818085,-5.743202,2,
hash::6970ecc161e56629,37.72943,-6.177975,4,
hash::243fab6a26fcf131,39.12897,-4.939501,4,
hash::a8f1858c119b5dea,39.708874,-6.543705,2,
hash::246bfb4fa0a6f1e0,43.409027,-6.261033,1,
hash::9a21448b644844d4,43.092266,-6.256732,1,
hash::0b87c1e7cfdb0427,43.333603,-6.417099,1,
hash::70d415dfef950576,40.458908,-3.478311,4,
hash::eef4137ab8d1a803,38.559822,-6.339801,3,
hash::089e60231578d804,37.739662,-0.954831,6,
hash::39bc46f76b4a00e9,37.778423,-0.874034,4,
hash::5671153df70086a0,38.927586,-0.18989468,2,
hash::0e6b0555073c77f1,43.39449,-5.4029245,3,
hash::3f248bfc0835ac2e,42.8163,-1.747002,4,
hash::f3e5fc1a3ac0f65f,42.44286,1.13368,3,
hash::25c18ab215627056,39.03602,-0.2147104,4,
hash::90a40da48cf11e63,39.033485,-0.21519408,4,
hash::1a5eef60acc41627,38.94114,-0.1833378,2,
hash::d9f4c0d4d2828dac,37.003628,-2.789463,1,
hash::2d28776c90d135a3,42.589195,-2.096009,2,
hash::7568f8fa25d0bab2,42.603527,-1.64649,2,
hash::5fe0d877b8071a65,38.934986,-0.188993,2,
hash::45596ea79037813e,43.41675,-5.41057,3,
hash::27cea2eaa11aa81a,43.413387,-5.4134665,3,
hash::2df2ec0d0175a09a,41.861206,3.076292,5,
hash::b1ab58286b7536d4,36.896355,-4.4304857,2,
hash::caedeb67d934d489,36.73206,-6.428565,2,
hash::054599cf83b70552,38.85389,-0.5019444,2,
hash::f6013133ee40ed62,42.597973,-1.644283,2,
hash::9a06461240d7da92,42.828,-1.595196,2,
hash::90d492bcf6a3fdbb,42.828068,-1.592177,2,
hash::b90614aa5078fe85,37.00065,-2.773258,2,
hash::8f90bd881eaf9517,42.355324,-2.387477,2,
hash::941402cda50640d2,42.850323,-4.378327,2,
hash::5eb862221db0f35b,42.44204,-2.953473,2,
hash::923a81e647a9682e,42.479115,-2.084818,1,
hash::367405db6c5bfd23,40.93402,-4.729674,2,
hash::1382464976535c39,37.740047,-0.955019,6,
hash::d878af5262fd374f,42.952877,-2.899242,2,
hash::361a3b69ba802b34,39.20267,-0.30527,1,
hash::40175a35856ea04a,41.50598,1.90132,4,
hash::559e854b9d20e07b,41.506027,1.901558,5,
hash::c7c6f1e1f46b4602,41.488323,2.296472,3,
hash::7effbb9a03f604f3,41.36179,1.776414,4,
hash::bebf593d7711802a,41.50821,2.135539,3,
hash::a1993350e9b4d76a,41.515648,2.131093,3,
hash::b8b642d8ddae17bd,41.510696,2.131164,3,
hash::dc380dbfbf5dbf6c,41.51778,2.153639,8,
hash::69b11456fbdffb65,41.39619,2.150681,9,
hash::c771e29a0a467b9f,41.336357,2.131381,2,
hash::4f3679e1cf46c461,41.38432,2.14997,4,
hash::9441fb1278cbda5d,41.324303,2.13324,10,
hash::f0c4b0de5cdc726f,41.51063,2.405083,2,
hash::1812422f750ac470,41.517918,2.416746,4,
hash::826c35fa11acfc2a,41.73317,1.52528,2,
hash::85685bcf91a1d9a8,41.26678,1.94505,3,
hash::08acb1623d387d8c,41.348312,2.083199,3,
hash::b64809c26b92443c,41.353558,2.076583,2,
hash::6d898d7ccf44e4ac,41.369194,2.079817,4,
hash::a6faea56ba7b74b8,41.37751,2.092123,2,
hash::d33091987d48c3e8,41.370678,2.0899,2,
hash::dab73abf36c16dbc,41.37229,2.082969,2,
hash::de8add396a1afacb,41.597206,2.282274,3,
hash::8a9f0f82beaddcce,41.35569,2.098309,3,
hash::eff8fa6d8bf462e2,41.35463,2.108772,1,
hash::49c9d3d886d0a440,41.616684,1.400437,1,
hash::17728f53ae857f6b,42.241833,1.967027,4,
hash::787750e0b08b5575,41.612003,2.303304,4,
hash::491b09f8ef5eda39,41.724182,1.849144,3,
hash::d273b2b9edb43519,41.723625,1.848812,4,
hash::24265a83c6198edd,41.737366,1.839273,2,
hash::4dfbb17f80e1a86c,41.499672,1.822114,2,
hash::a516469e469bcbd0,41.531883,2.427151,3,
hash::884edf371a5f5c48,41.535072,2.42704,5,
hash::d3c8b42c70d3a3e5,41.40516,2.0229077,4,
hash::7f3e7d0d2f1996cb,41.404823,2.02224,4,
hash::64c4faf80a415c3a,41.541313,2.222511,4,
hash::b166ffdd15784289,41.54975,2.224855,2,
hash::79dc4c2b6f5e1d3e,41.615833,1.842186,26,
hash::e1098babe73219f3,41.50852,2.187016,5,
hash::3293f0eb1e6e0423,41.585815,2.176393,2,
hash::7fccb02fdc50510f,41.589237,2.178051,2,
hash::ea78bd8f4897518b,41.564857,2.17634,3,
hash::367dd4b4dce720e4,41.628887,2.691789,4,
hash::f2fbfb00badcd9e2,41.621872,2.691416,5,
hash::c674cf0fcc9266ae,41.617973,2.677847,5,
hash::4669f148d70ad100,41.624115,2.675796,3,
hash::5de3ce261b7e6118,41.50196,2.36055,6,
hash::b7a3837bd71c637f,41.332806,2.053067,4,
hash::046b81e793f83a48,41.55896,2.096424,3,
hash::173fcc2de6e4d86e,41.51151,2.106716,4,
hash::694fe26d388cd9c9,41.544098,2.098467,3,
hash::34c9252340073330,41.511463,2.109746,5,
hash::a12ff6c67cf9ff89,41.51294,2.10274,4,
hash::0c33946dd1467732,41.56446,2.484646,5,
hash::4eb89b8f80d3a7d9,41.55574,2.497123,2,
hash::5206bd9b75b01924,41.334415,2.051254,4,
hash::4feeb8876321b563,41.69511,2.50546,3,
hash::ade123a29fd050d6,41.4762,2.098558,4,
hash::b6bf54e230ba943d,41.63396,2.70783,3,
hash::ae82342d50894daf,41.564198,2.034615,3,
hash::4b3f898fcc92cf8e,41.927494,2.245458,2,
hash::1beddfe1f24468a0,41.848347,2.231157,6,
hash::11c74d6ac829626c,41.94346,2.258408,4,
hash::95cdaabf5570189d,41.306133,2.025857,6,
hash::91b679f904eb0480,41.562965,1.979195,2,
hash::45d403ffc6cffbac,41.329727,1.677385,6,
hash::67598ef3b3ccdcec,41.335327,1.68386,3,
hash::193accfe04982cd0,41.226913,1.740376,4,
hash::cfea3ec2b5aae8ed,41.22859,1.73808,3,
hash::f35a0e9101ee1a5f,41.2321,1.73739,3,
hash::c68a646b377ef720,38.259697,-5.702898,6,
hash::5739582e051c2b66,38.882515,-6.996142,3,
hash::3fcb4cd36ebec4c2,38.88402,-6.983785,2,
hash::ee326049df8bb5d9,38.875397,-6.952591,5,
hash::5d43728cbacf51b3,38.93821,-6.36091,5,
hash::6b1311b45597c3d3,38.027935,-6.220272,8,
hash::47faa7e560a229c9,38.874863,-6.953573,2,
hash::331f7a398ce8a0a5,40.31742,-5.859735,2,
hash::65190ffe9eaeb702,40.77003,0.654832,2,
hash::8884b2805ba1c28d,41.99708,-5.6772437,2,
hash::42bb13153cd88491,42.005344,-5.680263,2,
hash::6faf245fdee2d047,42.833916,-1.6431401,2,
hash::a320d33f551e92ec,43.22526,-2.743108,4,
hash::6d321abb2f36c6be,43.1494,-2.94057,3,
hash::522749448be70bab,43.202206,-2.897133,2,
hash::ef82f117ae7745cf,43.132305,-2.782802,6,
hash::b3d8d53d20200521,43.289112,-3.007839,2,
hash::bdab258c70426bf3,43.228844,-2.873916,6,
hash::43416d0a6f121453,41.673923,0.60071,12,
hash::ce8b9e739144f57d,43.412575,-2.816058,3,
hash::aa779a35d5a0a42e,43.287457,-3.007974,6,
hash::15bf76d61eac4222,43.287144,-3.004674,2,
hash::726e6e00639761c3,43.229733,-2.876316,10,
hash::369adf3dfca10e91,43.229706,-2.874815,6,
hash::1e6e2c1263db5eda,43.238163,-2.875778,3,
hash::6a23b4406640dfa2,43.22901,-2.872466,24,
hash::80a9062ccbd86c99,43.22512,-2.886521,2,
hash::9c825d710998fb16,43.240086,-2.887249,2,
hash::41cdd707e8b445ee,43.221558,-2.889122,2,
hash::798a64f8a19f9440,43.244274,-2.8838892,6,
hash::ab449aa56ca0854e,43.369793,-2.998808,3,
hash::ff6f0171c6db53b5,43.371986,-2.995516,3,
hash::21e09dce02c779d1,43.26549,-2.9285,8,
hash::1eb693ec4c540b2d,43.27419,-2.957254,6,
hash::56c0bd139fd1f369,43.267845,-2.941587,6,
hash::e2c793466081e7cf,43.268215,-2.933309,2,
hash::52347ab858af5e5a,43.164387,-2.620522,20,
hash::9fd07ca0c216fb57,43.30293,-2.950883,12,
hash::c73edcf21000afe0,43.23122,-2.840362,4,
hash::bca5562f729073b7,43.23125,-2.845262,6,
hash::39c60f8ebece01b6,43.21966,-2.82107,6,
hash::b5928c8a670c3c8a,43.19377,-2.609608,2,
hash::cd113a255d6e9aed,43.19429,-2.61132,4,
hash::cc245bba84cf5d82,43.29593,-2.687357,1,
hash::9f1cfa5d772088bf,43.305023,-2.6788101,6,
hash::5b38c603f83f55ef,43.34035,-3.016296,10,
hash::27c9e12719dc8131,43.41544,-2.932458,2,
hash::3b6b961cf139929b,43.407055,-2.942818,2,
hash::197a1dd6b3d85f7a,43.40588,-2.9311845,4,
hash::8308a175477d91bf,43.3186,-2.974484,3,
hash::cf0f4cd277e20223,43.27776,-2.840911,2,
hash::fc03758467d38ecb,43.322495,-3.118303,4,
hash::565258d7849cbbb7,43.32316,-3.124695,4,
hash::a65f825c162cb86e,43.322105,-3.112952,4,
hash::e7090ff06f744b67,43.331196,-3.03293,2,
hash::e2d7b46f7c443851,43.33968,-3.045906,2,
hash::22a9af0b08c23aa2,43.3433,-3.055209,2,
hash::d2e53910178adfe3,43.339767,-3.045612,2,
hash::3f1d8eecdab95cac,43.38436,-2.98642,6,
hash::17e82cb55e3b55cd,43.30433,-3.03656,5,
hash::a42b0f7b65e6172d,43.30235,-3.03398,4,
hash::0032b414e8402fe3,43.211163,-3.125678,12,
hash::2b17c03b838e2175,43.294605,-2.870885,5,
hash::afb07e9b59ea7bed,43.28011,-2.8698,4,
hash::4a4d771df82c47f5,43.29476,-2.8625,4,
hash::b6f7091f7550e79b,43.28967,-2.858946,4,
hash::fb22c9953cc06f4e,43.29385,-2.863988,4,
hash::49f8d46b0f156f93,43.09959,-2.750419,3,
hash::04e5e74caf5214ec,40.402,-3.410858,4,
hash::f53f98ea109c8215,41.493378,1.911576,2,
hash::038f229daae7857e,38.345524,-0.539848,2,
hash::47dabaf4d64b31be,39.653778,2.7769823,2,
hash::8d3275f39c475b56,39.523167,-1.2892816,4,
hash::b89029e3b46794da,43.57078,-5.92417,3,
hash::548ba074a1e9de9e,39.517563,-0.363671,2,
hash::e467c0a2c503125a,42.038567,2.90847,2,
hash::29f10b8ffd54ce30,36.9408,-2.138573,2,
hash::b5224750c0ee8dd6,28.045837,-16.677912,1,
hash::347446a9ac738884,37.17266,-4.15582,3,
hash::d12a98db8c36d985,41.73548,1.82953,3,
hash::8f4bc07e6c755254,41.61192,-4.74979,12,
hash::6f8d8719c4812d90,39.47572,3.15373,2,
hash::a86de5779d6a980c,42.866634,-8.67721,1,
hash::0ae7d3b76c1a3962,42.863274,-8.676272,1,
hash::42b8632fb09e6e7b,42.99415,-3.945175,2,
hash::43fae8bbe9398801,41.670628,-3.707329,3,
hash::4187ae5e2ea11e81,41.676563,-3.68506,3,
hash::3e1e4d6ee6abbe6b,41.671055,-3.690712,2,
hash::af3afbe3730494ef,41.669884,-3.693358,2,
hash::599f6e54eedf3446,41.664234,-3.690662,3,
hash::8178b04029a63665,41.67703,-3.690777,18,
hash::eca16a6d5d61bcc5,42.418762,-3.191837,3,
hash::844052c8187c04c6,42.35857,-3.694025,3,
hash::0c9daddb4c863c8a,42.30311,-3.703919,5,
hash::0cf215614706293e,42.346645,-3.65916,3,
hash::e4f35c1533aa72ec,42.363037,-3.685098,4,
hash::e1e99d3fc7a327d5,42.058765,-3.522128,2,
hash::5e4d6973778bf78b,43.0788,-3.551357,2,
hash::36bd1e2f65bed8f6,42.275448,-3.896919,3,
hash::533de19837102bcd,42.024418,-3.752409,5,
hash::af6f96fc567cbe82,43.03342,-3.6641,2,
hash::92c624058ea068f5,43.045418,-3.669204,4,
hash::6fc94885a5d747b4,42.403973,-4.247177,2,
hash::959e2ae0ee9fa0d0,42.69479,-2.953716,6,
hash::7836e9461a61eeca,42.73489,-3.414924,2,
hash::ac11be18dcd79307,42.73681,-3.412444,2,
hash::fe231dad7445bdbf,42.6376,-3.110572,2,
hash::0d4d920a52ddb596,42.637623,-3.110552,1,
hash::7e2a254b10db38ab,41.68726,-3.48116,2,
hash::9e2345560446f317,41.962654,-3.422443,4,
hash::b4e0a1bb8edf27e2,42.84249,-3.159058,2,
hash::c9a545f03539761e,42.8031,-3.38866,2,
hash::a927d95d537205a5,42.3005,-3.740319,2,
hash::70f7dd2a0c6b0e6d,42.3011,-3.739295,2,
hash::a254fbcc8676c7d0,42.9388,-3.572416,1,
hash::5889fa2e7e08fae1,43.098915,-3.289075,4,
hash::54bece99d7c836f3,42.93908,-3.57148,2,
hash::78f36a91403ae94e,42.93798,-3.573523,2,
hash::482390f243c60eb7,39.39038,-0.41327,2,
hash::c7fb5cee12c75e61,39.49539,-0.39135,2,
hash::17d77ebb5e2e3cd4,40.226833,-3.843454,2,
hash::3120219048efe2fc,41.923798,2.322932,2,
hash::ff85c2b6bd1e9d01,41.40297,2.189897,25,
hash::83d7b6e643bb7a31,41.50906,2.114064,2,
hash::97f3c51c33d12d6d,41.396866,2.170576,2,
hash::7ea7323444835c1d,39.579323,2.641773,2,
hash::85101dced7db771e,41.40716,2.138525,2,
hash::083f6af188c3a5b1,41.634083,2.1617398,2,
hash::a22e00d2a3882ba9,42.12587,2.762317,3,
hash::8bd64964b86e5a0d,36.39923,-6.172795,2,
hash::11b785477b748e98,36.8597,-6.182608,3,
hash::d9191956c2d0162b,42.599594,-0.857265,4,
hash::147714f7a53858b7,42.84359,-2.745751,4,
hash::0b64e1a5274443b6,40.604214,-6.52882,4,
hash::d705b09e9932a907,42.49089,-6.121285,2,
hash::63bbdb0b930f112e,40.46769,-3.579164,2,
hash::c3f9b3425dae0c14,43.294,-3.005368,16,
hash::c26f1dad24a3c608,42.03384,0.104106,8,
hash::e5db5a09e32c2652,41.3926,2.163243,8,
hash::f97bad0d0f46b096,41.3296,2.1404285,2,
hash::b27855a5c30b036c,41.41,2.177373,8,
hash::0984f7744f8f8549,41.37799,2.176057,8,
hash::85419bc612dacc3f,41.38917,2.17033,12,
hash::0ca4290f0c5bd53c,41.415245,2.140119,18,
hash::fa5a3adeadd1588b,41.39042,2.15536,10,
hash::33b049e3489398fa,41.38815,2.114582,12,
hash::74209ab91c28c757,41.371304,2.182248,2,
hash::135c45dad581bf4d,41.3631,2.1366136,2,
hash::e0057318e518fdc7,41.35524,2.1423244,2,
hash::92e4a08639529b75,41.38968,2.137354,8,
hash::2c736af13ee13933,43.1871,-2.678831,2,
hash::6728e3c00d7f48c0,40.4884,-6.116255,3,
hash::ac26475d8fd0af44,41.95908,2.81217,4,
hash::31ba2bd068a9c870,42.81821,-1.691467,3,
hash::9c557c0c781f145f,43.284668,-6.21768,1,
hash::0e87c37f91a09989,42.623318,-6.452986,16,
hash::56173f2d90bb876f,41.69609,0.632419,2,
hash::2d321e5a5dd9f50d,41.998814,-5.659825,6,
hash::9166b58461594574,42.007854,-5.663134,12,
hash::26ef70e819542c4b,43.334576,-4.968723,1,
hash::525a0c310e7986e9,42.10457,1.851792,2,
hash::2ee1fae5c9ab3582,41.96455,2.737352,2,
hash::c98abf5905b18411,43.267014,-2.937092,16,
hash::352141d9acffd94f,41.4022,2.2046,17,
hash::879d27da3b599ebc,38.53772,-0.126527,4,
hash::97a586ae9ab52944,39.81936,4.234961,1,
hash::45ac5a105bbc67dd,41.439854,1.159242,2,
hash::fa22d0b9b3fa7f61,41.457695,2.254891,2,
hash::f070f77ceed23447,42.308926,-1.955151,3,
hash::96e5cce862c24564,41.518215,-4.942309,6,
hash::12ad45b158703b57,27.86836,-15.429031,2,
hash::89729fc6ecaab944,27.868458,-15.429197,4,
hash::b5fcd313acd5574b,27.868458,-15.429197,2,
hash::e5befbd50485b1fe,42.90147,-8.52297,2,
hash::a174edaa6cb32497,42.479553,0.867055,10,
hash::1ff73fe29c90a4c0,41.4816,2.054772,6,
hash::b1b76bb31846de78,41.480145,2.064758,3,
hash::4d42a7c9f7be56a1,38.5456,-0.8164,6,
hash::62a2f3ed7f861910,42.936092,-4.3070955,1,
hash::e18ea76f51b0d2f9,41.748283,2.556334,2,
hash::5992e84981839e9c,41.747017,2.562573,2,
hash::94b46db84ecf5810,40.51908,-3.8919,4,
hash::69a700c6c7155aac,43.03534,-7.574098,7,
hash::afd2129a5075dd33,43.237164,-2.872833,6,
hash::548ec5b16e19116f,41.394295,2.169688,2,
hash::2a53618c08eab7ae,40.454,-3.655444,3,
hash::2efaca792725fa33,36.838272,-2.446184,3,
hash::a12fa7f141e08083,40.69835,0.58008,3,
hash::92640ccb30f7a3b1,28.972534,-13.56261,3,
hash::3a095611446a7e79,42.11112,2.776375,6,
hash::bbc84fb979416dd3,39.496452,-0.388713,2,
hash::e5a16d1a39ccd7aa,43.22797,-2.837736,2,
hash::2c8975149725d7c7,28.143862,-15.614526,3,
hash::e1d976786568e0d1,38.08033,-0.941976,2,
hash::64cfa2f4884b73c6,37.93714,-0.72134,2,
hash::4b8b8aa4795c7459,42.011024,-4.518934,3,
hash::4c779c7036764183,43.540607,-7.065159,3,
hash::c412f8721718a86f,39.389214,-0.409795,2,
hash::ed510c1cdf2f6a1d,37.103127,-3.637342,3,
hash::b0af4e94912e8b1a,28.421188,-13.8638,2,
hash::5f76086d3c9bb569,37.350136,-6.540862,2,
hash::c58b7ac01a247f76,39.441067,-0.457368,3,
hash::6abaf8fbd0fe0fbd,37.37436,-5.909397,2,
hash::821e3399164ac972,38.608315,-0.594106,4,
hash::63475a48bdda80d2,36.66908,-6.144705,2,
hash::f8fa3f32694e9a26,37.380047,-5.738781,2,
hash::9b9d5da3c0165be3,27.764364,-15.578663,3,
hash::6402bd1056d9f812,36.926945,-2.145149,2,
hash::b5404a1be448667e,39.963512,-0.241001,2,
hash::4dec2e7e8a077549,39.364433,-0.472777,2,
hash::674eef0bfbdb99fa,40.348774,-3.517737,3,
hash::d1cbaae1f0365b7f,42.42675,1.929813,2,
hash::0b789f6fc9526f0a,39.623318,-0.30439,2,
hash::484a8118fc34671b,41.14801,1.415725,2,
hash::3d4510cb148cb644,40.793133,0.52156,2,
hash::59a554a8c7704e9c,42.345863,-3.6869256,2,
hash::e7497f7bd50f2996,42.344986,-3.6984627,2,
hash::6bbcb498a4985c6b,42.344154,-3.6956096,2,
hash::fae116547f8e8f6b,42.3473,-3.6960614,2,
hash::2d4bd9cabee0d48d,42.3536,-3.6745744,2,
hash::5edde1ca835a3545,42.33271,-3.7019994,2,
hash::ebc6b285c2d2cb5b,42.342407,-3.7304008,2,
hash::f40c013a3680cc84,42.359867,-3.6756487,2,
hash::0cc6a0e24ec04a22,42.350525,-3.669021,2,
hash::faafd59f2f75c9bd,42.336815,-3.705334,2,
hash::98f7ab5c9c802259,42.33871,-3.702256,8,
hash::abe51592c29372a3,42.340267,-3.6953535,4,
hash::dc6e4694b4f33f56,42.31076,-3.70314,12,
hash::3a84a60ae39889af,41.40683,2.21849,8,
hash::046722ad185ad695,41.508003,2.111322,4,
hash::73fe2309992469ae,42.09448,1.821491,2,
hash::807423e4c6d263ce,39.57125,2.6611645,2,
hash::3e3006b44e8b5932,42.11976,-1.143566,4,
hash::b306f03ef3b7e7fb,28.140297,-15.636465,2,
hash::dffcb836bc67c88e,28.07664,-15.647981,2,
hash::4dbf35182c9d45a5,28.117783,-15.523582,1,
hash::6922c51a08f067bc,28.101944,-15.710998,3,
hash::9d4999d7ac60e481,28.147032,-15.638054,4,
hash::62f388d306ec043a,28.140621,-15.633063,2,
hash::8db0e89b43fe6020,27.929184,-15.406301,2,
hash::6acaa201c584f8af,28.140358,-15.63026,2,
hash::95a4b6fdf96b99b6,41.861305,1.873758,2,
hash::225880d171ce9a06,43.32905,-8.390306,22,
hash::a9d3d89a7d6cd5c9,43.350643,-8.422831,5,
hash::225ca06e70df0d37,43.3507,-8.43148,8,
hash::6f0fdddec624fdc3,43.275963,-8.214091,3,
hash::5535514e92991581,43.204525,-8.69953,3,
hash::208de8c198fcef2e,43.290295,-8.370424,6,
hash::31ec9989cae546e2,43.48686,-8.20098,2,
hash::ce213186a5368e75,43.308174,-7.979763,2,
hash::6c648473c889cf41,43.532986,-8.195945,3,
hash::f767f4c157264840,43.48942,-8.198955,5,
hash::661eeed6c2d4b681,42.68131,-8.832281,5,
hash::4959faa4be5fc66c,42.8715,-8.55084,6,
hash::e2bdb189626766f8,42.90061,-8.524061,5,
hash::c91a3151b121b6d1,42.90209,-8.509587,4,
hash::65feed45be138f2e,28.145012,-15.430129,2,
hash::03babd4268bbe742,37.398186,-5.956194,2,
hash::8467a5a63b263bae,27.998543,-15.388607,2,
hash::a0345cd310c1e727,28.007492,-15.380204,8,
hash::7282496c8b05f5f7,39.671707,-0.2486565,6,
hash::efcf325d3847ea32,37.40722,-5.951584,2,
hash::78322a68cc6a6c12,42.098553,-5.032123,2,
hash::e72f29adc6467b15,37.394417,-5.91658,2,
hash::bb0bcfdac9c5c2ba,37.4005,-5.949243,2,
hash::493834ca02d41140,27.979792,-15.388807,2,
hash::45c1db4084591df3,39.508102,2.528294,1,
hash::fb7f68870ae5e394,38.897007,-0.691422,4,
hash::c720b9ebe7b7e402,27.998945,-15.375722,1,
hash::5d7560d5c796d89f,27.767906,-15.601173,3,
hash::c215392a4592212f,39.533463,2.573599,1,
hash::e1bfd9cb2bf59e12,43.32667,-3.03119,3,
hash::9387199b8961e489,27.849041,-15.44147,2,
hash::9dc42b7be7b2a9ef,39.52794,2.5430055,1,
hash::f0e236a016769f2d,37.323162,-5.968887,2,
hash::8c64264741e79198,37.382835,-5.913342,2,
hash::c5cedef5a194af10,38.82447,-0.6028774,3,
hash::1eb295237cb8636f,38.817425,0.0200943,8,
hash::587a6ab30b384987,37.407135,-5.942782,2,
hash::07626e0f04c6673e,28.14553,-15.652005,1,
hash::eb60aa055aece727,40.460148,-3.474109,2,
hash::a6d272c6c4d08d08,40.44714,-3.46928,2,
hash::12df552f7c5258d4,28.14239,-15.636296,1,
hash::43e393a5cbdfb346,40.78636,-3.69515,1,
hash::d33ad9b977ec8980,40.43291,-3.6770458,2,
hash::acd48d881e6fac9f,40.78636,-3.69402,1,
hash::7348a98af96286d5,40.44965,-3.464239,2,
hash::fddedafabc2a3077,40.431507,-3.689979,2,
hash::74a94035d38271ed,41.45562,1.999187,2,
hash::125a0c89834c5fcc,41.7879,0.826967,2,
hash::583e98176a70a74c,42.22735,1.759393,2,
hash::cd7e47f971d8b940,41.14367,0.81935,2,
hash::79da65351cd1a013,41.4857,2.054599,2,
hash::c3e1452dbb149801,43.339928,-8.457222,2,
hash::888a9cf22c48528c,41.140713,1.366203,2,
hash::19d8248eb17303cc,41.7879,0.826967,2,
hash::72f856a89c60816a,38.18487,-3.684292,2,
hash::58544872e7257ab3,41.14364,0.81932,2,
hash::1b60b53dfb7cf2f2,40.283863,-3.784984,2,
hash::fcfa084475e9920b,41.803864,3.05239,2,
hash::8fc56c33be645c09,39.66721,-0.26435,2,
hash::7c94f55b865f52e8,38.191967,-1.334798,2,
hash::a95d8acf452452b8,42.26654,2.997957,2,
hash::7447f222f29aeede,39.998585,3.799599,2,
hash::e4b98a06e29bf585,41.492058,1.848557,2,
hash::fbf32efb706ebdc3,39.926765,3.835673,2,
hash::8266112031ded3cc,41.23631,1.805502,2,
hash::8a7f655a814ceff9,41.614574,2.303724,2,
hash::4614d713b6bd760f,37.1872,-2.958882,2,
hash::2dae211d0cbadde8,37.02802,-4.533907,2,
hash::bbe0d6d85c0d3439,37.399357,-4.762548,2,
hash::a31023baea3fcfa3,41.617264,2.346419,2,
hash::cacac216ab1a1e9f,36.67278,-4.481123,2,
hash::9e66efddcfe469a0,42.88339,-8.539999,2,
hash::115b7e0c031fa43d,41.49209,1.848522,2,
hash::1f910c806fe8feab,43.31741,-8.498058,2,
hash::3af7d0bb99739e58,42.36835,3.157236,2,
hash::94c8c02272a12761,37.05176,-4.658064,2,
hash::5cc1cbcc081e67c6,40.594822,-3.5230744,3,
hash::8ddbbc52ed8e7d9a,41.32068,0.880247,2,
hash::29994ee2176b65d5,40.316833,-3.734481,2,
hash::84cf8744acb2ae30,41.555965,2.007027,2,
hash::d1d387b8e3454863,36.88415,-2.419655,2,
hash::9c727abc21fca8f7,41.623657,2.294769,2,
hash::c39ae6468b678bc4,41.653793,2.740111,2,
hash::1b1f906a116b9d0e,38.390366,-2.584958,2,
hash::33e80198e5fd3f71,43.280064,-1.951196,2,
hash::7eac711f58ade292,41.825794,3.080438,2,
hash::573586d6de721af9,28.071997,-16.553982,2,
hash::999eba6a1eacc763,28.425077,-14.057332,2,
hash::96d243cb498ea01e,40.60618,-3.716776,2,
hash::232c8b09c34793f4,27.9679,-15.391281,2,
hash::633de65f7a7e5545,28.496504,-13.863756,2,
hash::841b47f2fdb03bf3,40.60618,-3.716776,2,
hash::e16c7c2999923f98,28.496513,-13.863766,2,
hash::a4ffa2274d12077e,41.988663,2.78895,2,
hash::1c004c76b57f4553,39.429295,-0.782346,2,
hash::64fa3d9cf40d4e87,39.035137,-4.187645,2,
hash::7eb391bfe0b88b68,28.425097,-14.057352,2,
hash::eb5aa8f310e29636,28.112495,-15.417481,2,
hash::deca8bb0b2fdfe7b,38.154568,-0.88228,2,
hash::c8da527b702fb3e9,39.915318,4.045517,2,
hash::9f3eb4b40e0ccd99,40.00157,3.812964,2,
hash::8343b76b1f0fcb71,40.309612,-3.48133,2,
hash::e0a484e4063cf19a,40.127193,-5.666115,2,
hash::499fcf4fc8e9e47b,37.57366,-4.650703,2,
hash::0bb2035acaaff468,41.329655,2.084197,2,
hash::a10be6580b88e0ee,40.54558,-3.895951,2,
hash::72d6537f562d36fa,39.91494,4.042889,2,
hash::0c30de508392d8a7,40.343353,-3.809607,2,
hash::72a8f4e4cc991747,37.354095,-5.980244,2,
hash::1698865edd3bb43e,40.002365,3.803521,2,
hash::c0cc283be9ed8967,41.911972,3.169337,2,
hash::66c589b482ab4846,41.352104,1.851169,2,
hash::d9b84697be07a233,38.344955,-0.519125,2,
hash::e14933a4d28c27c4,41.53602,2.430677,2,
